session,bill_number,title,index_categories,index_descriptions,last_action,url
2020 Regular Session,HB102,AN ACT relating to employment-related drug screens.,Drugs and Medicines; Labor and Industry; Personnel and Employment; Substance Abuse; Workforce; Cannabis,"CBD oil, THC, drug testing, employment discrimination, prohibiting; CBD oil, THC, drug testing, employment discrimination, prohibiting; CBD oil, THC, drug testing, employment discrimination, prohibiting; CBD oil, THC, drug testing, employment discrimination, prohibiting; CBD oil, THC, drug testing, employment discrimination, prohibiting; CBD oil, THC, drug testing, employment discrimination, prohibiting",01/07/20: to Economic Development &amp; Workforce Investment (H),https://apps.legislature.ky.gov/record/20rs/hb102.html
2020 Regular Session,HB81,AN ACT relating to voter registration.,County Clerks; Elections and Voting; Public Assistance; State Agencies; Circuit Clerks,"Automatic voter registration, required information from circuit clerks and certain state agencies; Voter registration, automatic with driver's license application and other designated applications; Voter registration, automatic with application for certain benefits; Automatic voter registration, automatic with application at certain designated agencies; Driver's license application, automatic voter registration, option to decline, provide for","01/07/20: to Elections, Const. Amendments &amp; Intergovernmental Affairs (H)",https://apps.legislature.ky.gov/record/20rs/hb81.html
2020 Regular Session,HB64,"AN ACT relating to evidence-based budget allocations by providing for the formation of the Office for Program Evaluation and Quality Assurance within the Office of State Budget Director, the establishment of an evidence-based program inventory, the regular evaluation of state programs, the elimination of ineffective state programs, and the creation of an evaluation officer position within state agencies.","Crimes and Punishments; Education, Elementary and Secondary; Labor and Industry; Appropriations; Budget and Financial Administration",Evidence-based decisions; Evidence-based decisions for truancy; Evidence-based decisions for gainful employment; Evidence-based decisions; Evidence-based decisions,01/07/20: to State Government (H),https://apps.legislature.ky.gov/record/20rs/hb64.html
2020 Regular Session,HB106,AN ACT relating to cruelty to animals.,"Crimes and Punishments; Criminal Procedure; Dogs; Animals, Livestock, and Poultry; Corrections Impact; Local Mandate","Animal cruelty, forfeiture of abused animal, requiring; Animal cruelty, forfeiture of abused animal, requiring; Animal cruelty, forfeiture of abused animal, requiring; Animal cruelty, forfeiture of abused animal, requiring; Animal cruelty, forfeiture of abused animal, requiring; Animal cruelty, forfeiture of abused animal, requiring",01/07/20: to Judiciary (H),https://apps.legislature.ky.gov/record/20rs/hb106.html
2020 Regular Session,HB107,AN ACT relating to the safety of canines and felines.,"Dogs; Motor Vehicles; Safety; Animals, Livestock, and Poultry; Civil Actions; Civil Procedure","Danger of death, removal from vehicle, civil immunity; Damage, civil immunity, removal of dog or cat; Dog or cat in vehicle, removal, civil immunity; Danger of death, dog or cat, removal from vehicle, civil immunity; Immunity, vehicle damage, removal of dog or cat in danger of death; Immunity, vehicle damage, removal of dog or cat in danger of death",01/07/20: to Judiciary (H),https://apps.legislature.ky.gov/record/20rs/hb107.html
2020 Regular Session,HB111,AN ACT relating to campaign finance.,Elections and Voting; Governor; Lieutenant Governor; Secretary of State; State Agencies; Treasurer; Treasurer; Agriculture; Attorney General; Auditor of Public Accounts,"Candidates for elective office, submission of federal income tax returns, requirement of; Candidate for elective office, submission of federal income tax returns, requirement of; Candidate for elective office, submission of federal income tax returns, requirement of; Candidate for elective office, submission of federal income tax returns, requirement of; Registry of Election Finance, custodian of record, collection of fees remitted to State Treasurer; Candidate for elective office, submission of federal income tax returns, requirement of; Candidates for elective office, federal income tax returns, requirement of, fees collected; Commissioner, candidate for office, submission of federal income tax returns, requirement of; Candidate for elective office, submission of federal income tax returns, requirement of; Candidate for elective office, submission of federal income tax returns, requirement of","01/07/20: to Elections, Const. Amendments &amp; Intergovernmental Affairs (H)",https://apps.legislature.ky.gov/record/20rs/hb111.html
2020 Regular Session,HB113,AN ACT relating to executive branch ethics.,Governor; Lieutenant Governor; Secretary of State; Treasurer; Ethics; Agriculture; Attorney General; Auditor of Public Accounts,"Statement of use of state resources for nonpublic purposes, requiring; Statement of use of state resources for nonpublic purposes, requiring; Statement of use of state resources for nonpublic purposes, requiring; Statement of use of state resources for nonpublic purposes, requiring; Statewide elected officials, statement of use of state resources for nonpublic purposes, requiring; Commissioner of Agriculture, statement of use of state resources for nonpublic purposes, requiring; Statement of use of state resources for nonpublic purposes, requiring; Statement of use of state resources for nonpublic purposes, requiring","01/07/20: to Elections, Const. Amendments &amp; Intergovernmental Affairs (H)",https://apps.legislature.ky.gov/record/20rs/hb113.html
2020 Regular Session,HB112,AN ACT relating to campaign finance.,Elections and Voting; Governor; Lieutenant Governor; Secretary of State; State Agencies; Treasurer; Retroactive Legislation; Agriculture; Auditor of Public Accounts; Campaign Finance,"Successful candidates for Governor/Lt. Governor, repayment of personal loans; Successful candidate, repayment deadline for personal loans made to campaign; Successful candidate, repayment deadline for personal loans made to campaign; Successful candidate, repayment deadline for personal loans made to campaign; Registry of Election Finance, form for filing personal loan repayment report; Successful candidate, repayment deadline for personal loans made to campaign; November 2019 elections, repayment deadline for personal loans; Commissioner, successful candidate, repayment deadline for personal loans made to campaign; Successful candidate, repayment deadline for personal loans made to campaign; Personal loans, successful candidates for constitutional officers, deadline","01/07/20: to Elections, Const. Amendments &amp; Intergovernmental Affairs (H)",https://apps.legislature.ky.gov/record/20rs/hb112.html
2020 Regular Session,HB80,AN ACT relating to elections.,County Clerks; Elections and Voting; Secretary of State; State Agencies; Local Mandate,"Same-day voter registration on election day, report of registrations to State Board of Elections; Same-day voter registration on election day; Same-day voter registration on election day; State Board of Elections, same-day voter registration on election day, reports received; Same-day voter registration on election day","01/07/20: to Elections, Const. Amendments &amp; Intergovernmental Affairs (H)",https://apps.legislature.ky.gov/record/20rs/hb80.html
2020 Regular Session,HB121,AN ACT relating to employment schedules.,Labor and Industry; Occupational Safety and Health; Personnel and Employment; Workforce; Local Mandate,Schedules for employees; Schedules for employees; Schedules for employees; Schedules for employees; Schedules for employees,01/07/20: to Economic Development &amp; Workforce Investment (H),https://apps.legislature.ky.gov/record/20rs/hb121.html
2020 Regular Session,HB122,AN ACT relating to leave from employment for crime victims.,Crime Victims; Labor and Industry; Personnel and Employment; Corrections Impact; Local Mandate,"Leave from employment for court appearances, requirements for the employer and employee; Crime victims leave from employment; Crime victims leave from employment; Crime victims leave from employment; Crime victims leave from employment",01/07/20: to Economic Development &amp; Workforce Investment (H),https://apps.legislature.ky.gov/record/20rs/hb122.html
2020 Regular Session,HB125,WITHDRAWN - No title available,,,01/16/20: WITHDRAWN,https://apps.legislature.ky.gov/record/20rs/hb125.html
2020 Regular Session,HB109,AN ACT relating to wages for employment.,Labor and Industry; Personnel and Employment; Wages and Hours,"Unlawful employment practice, inquiry about previous salary; Unlawful employment practice, inquiry about previous salary; Unlawful employment practice, inquiry about previous salary",01/07/20: to Economic Development &amp; Workforce Investment (H),https://apps.legislature.ky.gov/record/20rs/hb109.html
